workdays,days_per_week,hours_per_week,is_remote,is_flexible
0700 الی 17,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا پنجشنبه ساعت 10 الی 17,6,49,0,0
شنبه تا چهارشنبه ، ساعت: 8:30 الی 13,,,0,0
,,,0,0
8:30 الی 17:30  روزهای شنبه تا چهارشنبه,5,54,0,0
شنبه تا پنج شنبه,,,0,0
07:30 لغایت 16:30,,,0,0
شنبه تا چهارشنبه (8 تا 16:30),5,51,0,0
شنبه تا چهارشنبه 8 الی  16:30 پنج شنبه 8 الی 12/ امکان اضافه کار وجود دارد.,5,51,0,0
شنبه تا پنج شنبه ساعت 8:30 الی 17:30,1,9,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
8/5 ساعت در روز,,,0,0
Monday - friday,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنجشنبه 9:30 الی 13:30,6,63,0,0
Saturday-Wednesdy,,,0,0
شنبه تا چهارشنبه 8-17 و پنجشنبه 8-12,,,0,0
شنبه - چهارشنبه,,,0,0
شنبه تا چهارشنبه 7:00 الی 16:00,5,54,0,0
شنبه تا چهارشنبه 8 صبح الی 17 پنج شنبه 8 الی 12,5,24,0,0
توافقی,,,0,0
شنبه تا چهارشنبه08:00 الی 17:00 و پنج شنبه ها 08:00 الی 12:00,5,58,0,0
شنبه تا چهارشنبه 8:30 الی  17:00,5,51,0,0
شنبه الی چهارشنبه 8 الی 17 / پنج شنبه 8 الی 14,5,54,0,0
شنبه تا چهارشنبه 8:00 الی 16:30 و پنجشنبه 8:00 الی12:00,6,59,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8تا 17 پنج شنبه 8 تا 13,5,54,0,0
آزاد,,,0,0
3روز در هفته دو شیفت  3روز در هفته تک شیفت,,,0,0
ساعت کاری به صورت توافقی میباشد,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 9:00 الی 17:00 - پنج شنبه 9:00 الی 15:00,5,54,0,0
شنبه تا چهارشنبه 8 الی 16:30 پنجشنبه 8 تا 12:30,6,59.5,0,0
شنبه تا چهارشنبه7 الی16 با شناوری نیم ساعته,5,54,0,0
شنبه تا چهارشنبه 7 الی 17,5,60,0,0
شنبه تا چهارشنبه ، 10 صبح الی 16,,,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 8:30 تا 18 و پنجشنبه 8:30 تا 14,6,68,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 18 - پنج شنبه 8:30 تا 13,5,61.5,0,0
شنبه تا چهارشنبه 8 صبح الی17:00,,,0,0
بصورت شیفت 12 ساعته,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه از ساعت :8 تا 18 - پنج شنبه و جمعه تعطیل,5,60,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه ها 8 الی 12,6,63,0,0
شنبه تا چهارشنبه 8:30  الی 17:30 پنج شنبه  8:30  الی 13:00,5,54,0,0
شنبه تا چهارشنبه تمام وقت، پنج شنبه نیمه وقت,,,0,0
8 الی 17,,,0,0
شنبه الی چهارشنبه 9 الی 5 عصر پنجشنبه ها تا 13,6,-28,0,0
شنبه تا سه شنبه 8 تا 17 چهارشنبه 8 تا 16,5,54,0,0
,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:30صبح الی 17:45,,,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 17:30-9 پنجشنبه تا 13,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
امکان فعالیت در هر ساعت و هر روز هفته وجود دارد,,,0,0
شنبه تا چهارشنبه 09:30 لغایت 18:00 پنج شنبه 09:30 الی 13:30,5,24,0,0
شنبه تا چهارشنبه7:30 الی16:30,5,54,0,0
از شنبه تا چهارشنبه از 8:30 الی 17:30 و پنج شنبه ها 8:30 الی 14,5,59.5,0,0
شنبه تا چهار شنبه 8:00 تا 17:00 پنجشنبه تا 16:00,2,18,0,0
شنبه تا چهارشنبه 8تا 17 - پنج شنبه  8تا 12,5,58,0,0
شنبه تا چهارشنبه از 7/30 الی 15/30 - پنجشنبه : از 8 الی 12,6,-82,0,0
شنبه تا چهارشنبه ساعت 8:00 تا 17:15,5,55.5,0,0
7.30 الی 16.30,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 ، پنج شنبه 8:30 الی 13:30,5,53,0,0
شنبه تا چهار شنبه 8 تا 17:30,1,9.5,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 17 بعدازظهر - 5شنبه اضافه کار,5,54,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
8صبح الی 17,,,0,0
شنبه تا چهارشنبه 8 تا 16 پنجشنبه ها 8 تا 12,6,56,0,0
شنبه تا چهارشنبه 8 الی17/پنجشنبه ها تا 13,6,63,0,0
شنبه الی چهارشنبه 8 الی 17 و پنج شنبه 8 الی 13,5,59,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
همه روزه - جز روزهای تعطیل رسمی,,,0,0
شنبه تا 5 شنبه 8 تا 14,1,6,0,0
4 روز در هفته (ساعت 8 الی 16),,,0,0
9 الی 17,,,0,0
شیفتی,,,0,0
شنبه تا پنج شنبه 8 الی 17,1,9,0,0
شنبه تا پنجشنبه ساعت 7 الی 17:30 - جمعه 7 الی 12:30,7,79,0,0
شنبه تا چهارشنبه 7:30-19:30 به صورت شیفت گردشی روز و شب,,,0,0
8 الی 17,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
همه روزه8الی18:30,,,0,0
شنبه تا پنجشنبه از ساعت 8 صبح تا 18 عصر,,,0,0
شنبه تا پنج شنبه 9 الی 18,1,9,0,0
شنبه تا پنجشنبه ساعات اداری,,,0,0
شنبه تا پنج شنبه 7 الی 16,1,9,0,0
توافقی,,,0,0
Monday-friday,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه الی چهارشنبه از ساعت 07:30 الی 17:30  /  پنجشنبه ها تعطیل,6,70,0,0
شنبه تا چهارشنبه,,,0,0
8/15 الی 16 شنبه تا چهارشنبه و 8/15 الی 12 پنجشنبه ها,6,0,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 8 الی 14:30,5,39,0,0
شنبه تا چهارشنبه 8/30 الی 17 پنجشنبه 14,6,-91,0,0
شنبه تا چهارشنبه 8 صبح تا 17 عصر,,,0,0
9am to 18am,,,0,0
8:00 الی 16:48,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17:30 و پنج شنبه ها تا ساعت 13,5,54,0,0
10 تا 21:30,,,0,0
8 الی 16,,,0,0
از شنبه تا چهارشنبه از ساعت 8:45 تا 16:30 پنجشنبه از 8:45 تا 13,6,54.25,0,0
شنبه تا چهارشنبه  8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 9:30 الی 17:30 و پنجشنبه 9:30 تا 15:00,6,59,0,0
شنبه تا سه شنبه 8-17 چهارشنبه 8-16,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا پنجشنبه 16-8,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 الی 17 - پنج شنبه ها از ساعت 8:30 الی 13,5,55.5,0,0
ساعت کاری :8:15 الی 17:15 پنج شنبه ها تعطیل میباشد,1,9,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17,5,54,0,0
شنبه تا پنج شنبه ساعت 8 تا 18,1,10,0,0
شنبه تا چهارشنبه 8:30 الی 17 پنج شنبه 8:30 الی 12:30,5,51,0,0
8 الی 16.30,,,0,0
8 الی 17 شنبه تا چهار شنبه و پنج شنبه های تا ساعت 12 یک هفته در میان,1,9,0,0
شنبه تا چهار شنبه 8:30 الی 17 پنج شنبه 8:30 الی 13,1,8.5,0,0
شنبه الی پنجشنبه,,,0,0
شنبه تا چهارشنبه 07:30 الی 16:30,5,54,0,0
شنبه - چهارشنبه 08:00 - 17:30 -پنجشنبه 08:00-13:00,,,0,0
5 روز هفته -9 ساعت کاری,,,0,0
شنبه تا چهارشنبه 7:45 الی 18:00 پنجشنبه ها 07:45 الی 14:00,6,71.75,0,0
شیفت کاری چرخشی می باشد و طبق قانون کار می باشد,,,0,0
شنبه تا چهارشنبه 8 تا 16,5,48,0,0
شنبه تا چهارشنبه 8 الی 17 ، پنجشنبه ها 8 الی 13,6,64,0,0
شنبه تا چهارشنبه 9 الی 18 و پنج شنبه 9 الی 13,5,58,0,0
شنبه تا چهارشنبه ساعت 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه 8 تا 16:30 و پنجشنبه 8 تا 12:30,6,60,0,0
ندارد,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 صبح الی 16:45 پنج شنبه 8 صبح الی 12,,,0,0
شنبه تا چهارشنبه 8 الی 17:20,5,56,0,0
07:30 الی 17:00 شنبه تا چهارشنبه,5,57,0,0
شنبه تا پنجشنبه 8:30 الی 17:15,6,61.25,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 12,6,63,0,0
شنبه تا چهارشنبه 8 الی 17 ، پنجشنبه ها 8 الی 13,6,64,0,0
شنبه تا چهارشنبه 8:00 تا 17:00 - پنج شنبه 8:00 تا 12,5,58,0,0
شنبه تاپنجشنبه,,,0,0
دلخواه,,,0,0
شنبه تا پنج شنبه ساعت 8 تا 17,1,9,0,0
Saturday to Wednesday at 8 to 16,,,0,0
شنبه تا چهار شنبه ساعت 8 تا 18 و پنجشنبه اضافه کار,1,10,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 7:30 الی 16:30 (یک ساعت اول شناور),5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه الی چهارشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 16 / پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 9 تا 17 و پنج شنبه ها 9 تا 13,5,52,0,0
متغیر,,,0,0
شنبه تا چهارشنبه  7:45 الی 16:30 و پنج شنبه 7:45 الی 13:30,5,58.25,0,0
شنبه تا چهارشنبه 8 تا 6,5,-12,0,0
شنبه تا چهارشنبه7:00 الی 16:00,5,54,0,0
شنبه تا چهارشنبه ساعت 8 تا 17:30,5,57,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
مطابق با ساعت اداری,,,0,0
شنبه تا چهار شنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنجشنبه 8:30الی 14 یک هفته در میان,6,63,0,0
شنبه تا چهارشنبه از ساعت 7:30 الی 16:45,5,55.5,0,0
شنبه الی چهارشنبه9 الی 16:30 - پنج شنبه ها یک هفته در میان,5,45,0,0
صبح و عصر,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8:30 تا 17:30,5,54,0,0
شنبه تا چهارشنبه 07:30 الی 16:30 - پنج شنبه 07:30 الی 11:30,5,58,0,0
شنبه تا چهارشنبه ساعت 8:00 الی 17:00    پنجشنبه 8:00 الی 13:00,6,63,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 11 تا18,5,42,0,0
شنبه تا چهارشنبه 8:00 الی  17,5,54,0,0
شنبه تا چهارشنبه 11تا 19پنجشنبه تا 13ظهر,6,56,0,0
شنبه تا چهارشنبه - ساعت 7:15 تا 16,,,0,0
ساعت 8 تا 17,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17 - پنج شنبه 08:30 تا 14,5,56.5,0,0
شنبه تا چهارشنبه از ساعت 6:30 لغایت 15:30,,,0,0
شنبه تا پنج شنبه 8 تا 16:30,1,8.5,0,0
شیفت عصر : روزهای شنبه تا پنج شنبه از ساعت 15:00 لغایت 22:00,,,0,0
شنبه تا چهارشنبه 8 تا 17 و پنج شنبه 8 تا 13,5,59,0,0
شنبه تا چهارشنبه 9 الی 17 - پنجشنبه 9 الی 13,6,56,0,0
شنبه تا چهارشنبه 8 تا 16:30 - پنج شنبه ها 8 تا 12,5,55,0,0
شنبه تا چهارشنبه: 8 الی 16:30، پنج شنبه ها یک هفته در میان 8 تا 12,5,55,0,0
شنبه تا چهارشنبه 08:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه 9 الی 17/30 و پنج شنبه 9 الی 13,5,52,0,0
شنبه تا چهارشنبه 8 تا 16:30 و پنجشنبه 8 تا 13,6,61,0,0
شنبه تا چهارشنبه 8 تا 17 پنج شنبه ها تا 12,5,54,0,0
شنبه تا چهارشنبه 8:30 تا 16:30,5,48,0,0
روز و ساعات کاری: شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 12,6,63,0,0
شنبه تا چهارشنبه 8 تا 17 و پنج شنبه ها 8 تا 12,5,58,0,0
شنبه تا چهارشنبه 7:00 الی 14:40 و پنجشنبه ها 7:00 الی 13:10,6,58.33333333,0,0
Monday-Friday 9 am - 6pm EST,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
تک شیفت صبح 8 تا 15 تک شیفت عصر 15 تا 22,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 12,6,63,0,0
شنبه تا چهارشنبه 16:30-08:00   -   پنج شنبه 12:30-08:00,,,0,0
شنبه تا چهارشنبه ساعت 9 الی 17,5,48,0,0
شنبه تا چهار شنبه 8-17,,,0,0
بدون محدودیت,,,0,0
شنبه تا چهارشنبه - ساعات کار:  8 - 16 و پنجشنبه ها دونوبت در ماه,,,0,0
شنبه تا پنجشنبه 930 الی 2000,6,-70,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17:00 و پنج شنبه ها تا 12:30,5,51,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا سه شنبه 7:30 الی 18:30 چهارشنبه و پنجشنبه 16:30,5,66,0,0
شنبه تاچهارشنبه 9تا17وپنج شنبه9تا13,5,48,0,0
شنبه تا چهارشنبه 7:30 الی 16:50,5,56,0,0
شنبه تا پنج شنبه ساعت 6:30 الی 14:30,1,8,0,0
شنبه تا چهارشنبه (10/30 الی 19) پنجشنبه ها (10/30 الی 15),6,-77,0,0
شنبه تا چهارشنبه 8 الی 16:30 پنج شنبه 8 الی 12,5,51,0,0
9:30 تا 17:30,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 17,5,51,0,0
شنبه تا چهار شنبه از ساعت 8:30 الی17 - پنج شنبه 8:30 الی 14,1,14,0,0
شنبه تا چهارشنبه از ساعت 9تا 17,5,48,0,0
شنبه تا چهارشنبه 8:00 الی 16:30,5,51,0,0
شنبه تا چهارشنبه 6:00 الی 15:00,5,54,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 9 الی 17:00 ،  پنج شنبه 9 الی 14:00,5,53,0,0
شنبه تا چهارشنبه  8 تا17,5,54,0,0
Sat to Wed - 9 to 18,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17 - پنجشنبه تا 12,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 07:30 تا 16:30,5,54,0,0
شنبه تا پنچ شنبه 9 تا 18,1,9,0,0
همه روزه,,,0,0
6روز کاری 12 ساعت کار,,,0,0
شنبه تا چهارشنبه 7:45 تا 16 و پنج شنبه 7:45 تا 12,5,53.75,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 07:00 صبح تا 17:00,,,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
شنبه تا چهارشنبه 9:00 الی 18:00 با شناوری 3 ساعته,5,54,0,0
یک روز در هفته,,,0,0
هر روز هفته 9 الی 15,,,0,0
شنبه تا چهارشنبه: 10 الی 20:30,5,63,0,0
شنبه تا چهارشنبه از ساعت 8:30 الی 17,5,51,0,0
شنبه تا پنجشنبه:7:30 تا 14:00و14 الی 21,6,45.5,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
عادی کار,,,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه - 8 تا 17,,,0,0
دورکار و منعطف,,,0,1
تمام وقت,,,0,0
شنبه تا چهارشنبه ساعت 9:00 لغایت 18:00,,,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 17:20 / پنجشنبه ها تعطیل,6,61.83333333,0,0
شنبه تا چهارشنبه شنبه 9 تا 17,5,48,0,0
شنبه تا چهارشنبه 08:00 الی 17:00,5,54,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8:30 صبح تا 17:30,,,0,0
8 تا 17,,,0,0
شنبه تا چهارشنبه از ساعت 7 صبح الی 16,,,0,0
شنبه تا چهارشنبه (17:00 - 8:00),,,0,0
شنبه تا چهارشنبه07:30 لغایت 16/دو پنجشنبه در ماه کاری,,,0,0
شنبه تا چهارشنبه 9 الی 17-پنج شنبه ها 9 الی 13,5,52,0,0
شنبه تا چهرشنبه 9تا17 پنج شنبه 9تا13,1,8,0,0
شنبه الی چهارشنبه 9 الی 17 - پنجشنبه 9 الی 14,6,58,0,0
شنبه تا چهار شنبه 7الی 16,1,9,0,0
شنبه تا پنجشنبه 9 صبح تا 6 عصر,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه 8 الی 12,6,63,0,0
هر روز از 8 صبح تا 17,,,0,0
شنبه تا چهارشنبه 7 الی 16,5,54,0,0
6 روز درهفته 7 الی 19,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 9 تا 18- پنجشنبه نیمه وقت,5,54,0,0
شنبه تا چهارشنبه 8 تا 17 - پنج شنبه 8 تا13,5,59,0,0
شنبه تا چهارشنبه 8 تا 15 پنج شنبه تا 12,5,42,0,0
شنبه تا چهارشنبه 9 تا 17,5,48,0,0
شنبه تا چهارشنبه ساعت 08:00- 17:00,,,0,0
شنبه تا چهارشنبه 08:30 الی  17:00  پنجشنبه  08:30 الی 12:30,6,59.5,0,0
8 الی 17,,,0,0
شنبه تا سه شنبه 7:30 الی 17:00 چهارشنبه 7:30 الی 16:00,5,57,0,0
شنبه 8 الی 16:15,1,8.25,0,0
شنبه تا چهارشنبه 08:00 تا 16:30 - پنجشنبه ها 08:00 تا 12:00,6,59,0,0
شنبه الی چهارشنبه08:00 لغایت 17:50,,,0,0
شنبه تا چهارشنبه 8:30 تا 17:00 - پنجشنبه ها 8:30 تا 12:30,6,59,0,0
پاره وقت,,,0,0
شیفتی,,,0,0
دوشنبه تا جمعه از ساعت 9 الی 17,6,56,0,0
ایام هفته,,,0,0
شنبه تا چهارشنبه 7:30 الی 16:20 یا 8:30 الی 17:20 (شناور),5,53,0,0
"Saturday to Wednesday, 8:00 to 17:00",,,0,0
شنبه تا چهارشنبه ساعت 8الی 17,5,54,0,0
شنبه تا چهارشنبه - 8 الی 17,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهار شنبه 9 تا18 پنجشنبه ها تعطیل,2,18,0,0
Saturday-Wednesday,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8:00 تا 16:45 و پنچ شنبه ها تا ساعت 13:15,5,52.5,0,0
شنبه تا چهارشنبه- 8 تا 17,,,0,0
شنبه الی پنج شنبه,,,0,0
شنبه تا چهارشنبه 8.30 تا 17 پنج شنبه تا 13,5,-78,0,0
شنبه تا چهارشنبه 8:30 تا 4:30 و پنج شنبه 8:30 تا 12:30,5,-20,0,0
شنبه تا پنج شنبه,,,0,0
شیفت کاری شنبه تا پنج شنبه از ساعت 9:00 الی 18:30,1,9.5,0,0
شنبه تا چهارشنبه  8تا 17,5,54,0,0
شنبه تا چهارشنبه 9 الی 17 - پنج شنبه ها 9 الی 14,5,53,0,0
شنبه تا چهارشنبه ها 7 لغایت 15:30(از15:30لغایت17 اضافه کاری) و پنج شنبه ها 7 لغایت 11(از 11لغایت13 اضافه کاری),,,0,0
شنبه تا چهارشنبه 9 الی 17 پنج شنبه ها تا 13,5,48,0,0
شنبه الی چهارشنبه ساعت 8 الی 17- پنجشنبه ها 8 الی 13,6,64,0,0
شنبه تا چهارشنبه 9:30 تا 17:30 پنج شنبه 9:30 تا 14,5,48,0,0
شنبه تا چهارشنبه 8:30 تا 16:30  پنجشنبه تا 13,6,56,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
7:30 صبح الی 17,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
09 الی 21,,,0,0
8 الی 17,,,0,0
پروژه محور و توافقی,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 16 و پنجشنبه ساعت 8 الی 13,6,58,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از 8 الی 17,5,54,0,0
از شنبه تا چهارشنبه از ساعت 7:00 الی 16:30,5,57,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه الی چهارشنبه,,,0,0
شنبه تا پنجشنبه 7 الی 16,6,63,0,0
